"RET-SOLSTICE-103","California Foothills 24 Oz","X-Solstice Honey","15.00","0",
"RET-SOLSTICE-118","California Valley Spring 12oz","X-Solstice Honey","12.50","0",
"RET-SOLSTICE-115","Coriander 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-116","Hawaiian Christmas Berry 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-110","Idaho Snowberry 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-112","Meadow Foam 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-111","Orange Blossom 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-113","Raspberry 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-114","Rocky MTN 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-109","Solstice Dipper","X-Solstice Honey","2.00","0.075",
"RET-SOLSTICE-104","Solstice Tapers Candles","X-Solstice Honey","10.00","0.075",
"RET-SOLSTICE-122","Sonoran Desert","X-Solstice Honey","12.50","0",
"RET-SOLSTICE-117","Star Thistle 12oz","X-Solstice Honey","12.50","0.075",
"RET-SOLSTICE-105","Sweet Clover 12 Oz","X-Solstice Honey","12.50","0",
"RET-YUBAHARV-321","Gift Certificate","Yuba Harvest","0.00","0",
"RET-YUBAHARV-320","Large Basket","Yuba Harvest","20.00","0",
"RET-YUBAHARV-305","Medium Basket","Yuba Harvest","15.00","0.075",
"EVT-YUBAHARV-213","Rent Gallery","Yuba Harvest","0.00","0",
"RET-YUBAHARV-304","Small Basket","Yuba Harvest","10.00","0.075",
"","Wine Trail 2015","Yuba Harvest","20.00","0",
